057752,,,,2,CT,5,Leucothoe fontanesiana 'Rainbow'                            ,Rainbow Drooping Fetterbush                                 ,EVS,E Shrub,05,    ,,,, $22.11 ,014949577523,0,532,532,09/01/14  ,0,          ,0,          ,, $21.00 , $1.11 
057753,,,,3,CT,5,Leucothoe fontanesiana 'Rainbow'                            ,Rainbow Drooping Fetterbush                                 ,EVS,E Shrub,05,    ,,,, $22.04 ,014949041031,59,0,0,          ,0,          ,0,          ,, $20.50 , $1.54 
009199TR,,,, 15 TREE,GA,1,Ligustrum japonicum 'Recurvifolium'                         ,Curled-Leaf Privet                                          ,EVS,E Shrub,07,    ,,, $100.02 ,,014949369135,21,21,21,06/15/15  ,0,          ,0,          ,, $76.00 , $24.02 
009197,,,,7,GA,2,Ligustrum japonicum 'Recurvifolium'                         ,Curled-Leaf Privet                                          ,EVS,E Shrub,07,    ,,, $46.30 ,,014949020739,6,0,0,          ,0,          ,0,          ,, $38.00 , $8.30 
060705,,,,5,OR,5,Mahonia aquifolium                                          ,Oregon Grape Holly                                          ,EVS,E Shrub,05,    , $26.73 ,,,,014949607053,0,117,117,10/01/14  ,0,          ,0,          ,, $21.50 , $5.23 
060755,,,,5,OR,5,Mahonia aquifolium 'Compacta'                               ,Compact Oregon Grape Holly                                  ,EVS,E Shrub,05,    , $26.73 ,,,,014949607558,0,5,5,05/15/15  ,0,          ,0,          ,, $21.50 , $5.23 
060925,,,,5,GA,5,Mahonia fortunei                                            ,Chinese Mahonia                                             ,EVS,E Shrub,08,    ,,, $24.82 ,,014949354438,376,398,398,05/15/15  ,0,          ,0,          ,, $21.50 , $3.32 
060905,,,,5,GA,5,Mahonia japonica 'Bealei'                                   ,Leatherleaf Mahonia                                         ,EVS,E Shrub,05,    ,,, $24.82 ,,014949609057,29,29,29,01/01/15  ,0,          ,0,          ,, $21.50 , $3.32 
060951,,,,1,OR,10,Mahonia repens                                              ,Creeping Mahonia                                            ,EVS,E Shrub,05,    , $8.55 ,,,,014949609514,0,2474,204,09/01/14  ,2270,05/01/15  ,0,          ,, $7.50 , $1.05 
06095UT,,,,LittleOne,OR,16,Mahonia repens                                              ,Creeping Mahonia                                            ,EVS,E Shrub,05,    , $5.53 ,,,,014949069189,70,226,226,03/01/15  ,0,          ,0,          ,, $4.75 , $0.78 
036652,,,,2,OR,5,Mahonia x media 'Charity'                                   ,Charity Mahonia                                             ,EVS,E Shrub,07,2012, $19.62 ,,,,014949233863,18,0,0,          ,0,          ,0,          ,, $17.00 , $2.62 
062149BH,,,, 15 BUSH,GA,0,Myrica cerifera                                             ,Southern Wax Myrtle                                         ,EVS,E Shrub,07,    ,,, $90.02 ,,014949279199,0,100,100,05/15/15  ,0,          ,0,          ,, $66.00 , $24.02 
062147,,,,7,GA,2,Myrica cerifera                                             ,Southern Wax Myrtle                                         ,EVS,E Shrub,07,    ,,, $47.41 ,,014949042601,0,94,94,06/15/15  ,0,          ,0,          ,, $38.00 , $9.41 
062183,,,,3,CT,5,Myrica pennsylvanica                                        ,Northern Bayberry                                           ,EVS,E Shrub,04,    ,,,, $16.29 ,014949042656,60,404,202,09/01/14  ,202,01/01/15  ,0,          ,, $14.75 , $1.54 
062185,,,,5,OR,5,Myrica pennsylvanica                                        ,Northern Bayberry                                           ,EVS,E Shrub,04,    , $27.23 ,,,,014949621851,37,0,0,          ,0,          ,0,          ,, $22.00 , $5.23 
062171,,,,1,CA,10,Myrtus communis 'Compacta'                                  ,Dwarf Myrtle                                                ,EVS,E Shrub,09,    ,, $8.09 ,,,014949621714,0,134,134,04/01/15  ,0,          ,0,          ,, $7.00 , $1.09 
062231,,,,1,GA,10,Nandina domestica 'Firepower'                               ,Firepower Heavenly Bamboo                                   ,EVS,E Shrub,06,    ,,, $7.16 ,,014949622315,2020,4145,4145,04/01/15  ,0,          ,0,          ,, $6.50 , $0.66 
062232,,,,2,CA,5,Nandina domestica 'Firepower'                               ,Firepower Heavenly Bamboo                                   ,EVS,E Shrub,06,    ,, $17.73 , $16.66 ,,014949622322,0,5,5,11/15/14  ,0,          ,0,          ,, $15.00 , $2.73 
062232,,,,2,GA,5,Nandina domestica 'Firepower'                               ,Firepower Heavenly Bamboo                                   ,EVS,E Shrub,06,    ,,, $16.66 ,,014949622322,0,764,764,05/15/15  ,0,          ,0,          ,, $15.00 , $1.66 
062121,,,,1,CA,10,Nandina domestica 'Gulf Stream'                             ,Gulf Stream Heavenly Bamboo                                 ,EVS,E Shrub,06,    , $8.30 , $8.34 , $7.91 ,,014949005941,0,1106,1106,04/01/15  ,0,          ,0,          ,, $7.25 , $1.09 
062122,,,,2,CA,5,Nandina domestica 'Gulf Stream'                             ,Gulf Stream Heavenly Bamboo                                 ,EVS,E Shrub,06,    ,, $18.73 ,,,014949062685,0,5,5,04/01/15  ,0,          ,0,          ,, $16.00 , $2.73 
062125,,,,5,OR,5,Nandina domestica 'Gulf Stream'                             ,Gulf Stream Heavenly Bamboo                                 ,EVS,E Shrub,06,    , $28.23 ,,,,014949002629,0,101,101,05/01/15  ,0,          ,0,          ,, $23.00 , $5.23 
062332,,,,2,OR,5,Nandina domestica 'Harbour Dwarf'                           ,Harbour Dwarf Heavenly Bamboo                               ,EVS,E Shrub,06,    , $17.62 ,,,,014949623329,0,50,50,05/01/15  ,0,          ,0,          ,, $15.00 , $2.62 
062222,,,,2,CA,5,Nandina domestica Sienna Sunrise®,Sienna Sunrise®  Heavenly Bamboo,EVS,E Shrub,06,    ,, $18.73 ,,,014949622223,0,858,858,04/01/15  ,0,          ,0,          ,, $16.00 , $2.73 
062225,,,,5,CA,5,Nandina domestica Sienna Sunrise®,Sienna Sunrise®  Heavenly Bamboo,EVS,E Shrub,06,    ,, $28.46 ,,,014949622254,1,620,310,11/01/14  ,310,04/01/15  ,0,          ,, $23.00 , $5.46 
063231,,,,1,CA,10,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,E Shrub,06,    , $7.55 , $7.59 , $7.16 ,,014949632314,180,0,0,          ,0,          ,0,          ,, $6.50 , $1.09 
063231,,,,1,GA,10,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,E Shrub,06,    ,,, $7.16 ,,014949632314,0,131,131,05/15/15  ,0,          ,0,          ,, $6.50 , $0.66 
063232,,,,2,CA,5,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,E Shrub,06,    , $17.62 , $17.73 , $16.66 ,,014949632321,62,0,0,          ,0,          ,0,          ,, $15.00 , $2.73 
063235,,,,5,OR,5,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,E Shrub,06,    , $27.23 ,,,,014949058749,0,23,23,05/01/15  ,0,          ,0,          ,, $22.00 , $5.23 
063235CN,,,, 5 CONE,OR,0,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,E Shrub,06,    , $45.73 ,,,,014949346266,0,5,5,04/15/15  ,0,          ,0,          ,, $40.50 , $5.23 
06323UT,,,,LittleOne,OR,16,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,E Shrub,06,    , $4.53 ,,,,014949272985,16,16,16,10/01/14  ,0,          ,0,          ,, $3.75 , $0.78 
064851,,,,1,CA,10,Photinia x fraseri                                          ,Fraser's Photinia                                           ,EVS,E Shrub,07,    ,, $7.59 ,,,014949648513,0,280,280,03/01/15  ,0,          ,0,          ,, $6.50 , $1.09 
064855PT,,,, 5 PATIO TREE,CA,2,Photinia x fraseri                                          ,Fraser's Photinia                                           ,EVS,E Shrub,07,    ,, $45.19 ,,,014949648759,0,13,13,03/01/15  ,0,          ,0,          ,, $37.00 , $8.19 
064857,,,,7,CA,2,Photinia x fraseri                                          ,Fraser's Photinia                                           ,EVS,E Shrub,07,    ,, $56.16 ,,,014949648575,4,4,4,11/01/14  ,0,          ,0,          ,, $42.50 , $13.66 
405292,,,,2,CT,5,Pieris japonica 'Cavatine'                                  ,Cavatine Pieris                                             ,EVS,E Shrub,05,    ,,,, $15.11 ,014949395578,0,2656,848,09/01/14  ,1808,06/01/15  ,0,          ,, $14.00 , $1.11 
010763,,,,3,CT,5,Pieris japonica 'Dorothy Wycoff'                            ,Dorothy Wyckoff Lily of the Valley                                 ,EVS,E Shrub,05,    ,,,, $23.04 ,014949387238,78,0,0,          ,0,          ,0,          ,, $21.50 , $1.54 
095693,,,,3,CT,5,Pieris Japonica 'Katsura',Katsura Lily of the Valley,EVS,E Shrub,05,2014,,,, $23.04 ,014949420553,0,559,559,05/15/15  ,0,          ,0,          ,, $21.50 , $1.54 
065162,,,,2,CT,5,Pieris japonica 'Little Heath'                              ,Little Heath Lily Of The Valley                             ,EVS,E Shrub,05,    ,,,, $17.61 ,014949782422,79,79,79,09/01/14  ,0,          ,0,          ,, $16.50 , $1.11 
065203,,,,3,CT,5,Pieris japonica 'Mountain Fire'                             ,Mountain Fire Lily Of The Valley                            ,EVS,E Shrub,05,    ,,,, $23.04 ,014949407202,290,290,290,05/15/15  ,0,          ,0,          ,, $21.50 , $1.54 
065205,,,,5,CT,5,Pieris japonica 'Mountain Fire'                             ,Mountain Fire Lily Of The Valley                            ,EVS,E Shrub,05,    ,,,, $39.55 ,014949652053,0,2010,1005,08/15/14  ,1005,09/01/14  ,0,          ,, $36.50 , $3.05 
065221,,,,1,OR,10,Pieris japonica 'Prelude'                                   ,Prelude Lily Of The Valley                                  ,EVS,E Shrub,05,    , $8.55 ,,,,014949652213,946,1190,1190,05/01/15  ,0,          ,0,          ,, $7.50 , $1.05 
065225,,,,5,OR,5,Pieris japonica 'Prelude'                                   ,Prelude Lily Of The Valley                                  ,EVS,E Shrub,05,    , $30.73 ,,,,014949652251,0,5,5,03/01/15  ,0,          ,0,          ,, $25.50 , $5.23 
065251,,,,1,OR,10,Pieris japonica 'Purity'                                    ,Purity Japanese Lily Of The Valley                          ,EVS,E Shrub,05,    , $8.55 ,,,,014949652510,161,355,355,10/01/14  ,0,          ,0,          ,, $7.50 , $1.05 
065252,,,,2,OR,5,Pieris japonica 'Purity'                                    ,Purity Japanese Lily Of The Valley                          ,EVS,E Shrub,05,    , $19.12 ,,,,014949652527,5,5,5,10/01/14  ,0,          ,0,          ,, $16.50 , $2.62 
049491,,,,1,OR,10,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,EVS,E Shrub,06,2014, $9.05 ,,,,014949357576,0,907,907,04/01/15  ,0,          ,0,          ,, $8.00 , $1.05 
049492,,,,2,OR,5,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,EVS,E Shrub,06,2014, $19.12 ,,,,014949357583,30,30,30,04/01/15  ,0,          ,0,          ,, $16.50 , $2.62 
065302,,,,2,OR,5,Pieris japonica 'Valley Rose'                               ,Valley Rose Lily Of The Valley                              ,EVS,E Shrub,06,    , $19.12 ,,,,014949653029,31,31,31,10/01/14  ,0,          ,0,          ,, $16.50 , $2.62 
065305,,,,5,OR,5,Pieris japonica 'Valley Rose'                               ,Valley Rose Lily Of The Valley                              ,EVS,E Shrub,06,    , $30.73 ,,,,014949653050,13,0,0,          ,0,          ,0,          ,, $25.50 , $5.23 
065311,,,,1,OR,10,Pieris japonica 'Valley Valentine'                          ,Valley Valentine Lily Of The Valley                         ,EVS,E Shrub,06,    , $8.55 ,,,,014949653111,267,267,267,10/01/14  ,0,          ,0,          ,, $7.50 , $1.05 
065312,,,,2,OR,5,Pieris japonica 'Valley Valentine'                          ,Valley Valentine Lily Of The Valley                         ,EVS,E Shrub,06,    , $19.12 ,,,,014949653128,0,214,214,10/01/14  ,0,          ,0,          ,, $16.50 , $2.62 
06521M,,,, 10 Squat,CT,2,Pieris x 'Brouwer's Beauty'                                 ,Brouwer's Beauty Lily Of The Valley                         ,EVS,E Shrub,05,    ,,,, $93.21 ,014949407295,0,1760,759,08/15/14  ,1001,09/01/14  ,0,          ,, $88.00 , $5.21 
065213,,,,3,CT,5,Pieris x 'Brouwer's Beauty'                                 ,Brouwer's Beauty Lily Of The Valley                         ,EVS,E Shrub,05,    ,,,, $23.04 ,014949407264,74,74,74,09/01/14  ,0,          ,0,          ,, $21.50 , $1.54 
065215,,,,5,CT,5,Pieris x 'Brouwer's Beauty'                                 ,Brouwer's Beauty Lily Of The Valley                         ,EVS,E Shrub,05,    ,,,, $39.55 ,014949233870,0,443,443,09/01/14  ,0,          ,0,          ,, $36.50 , $3.05 
065081,,,,1,OR,10,Pieris x 'Forest Flame'                                     ,Forest Flame Lily Of The Valley                             ,EVS,E Shrub,05,    , $8.55 ,,,,014949650813,31,0,0,          ,0,          ,0,          ,, $7.50 , $1.05 
065082,,,,2,OR,5,Pieris x 'Forest Flame'                                     ,Forest Flame Lily Of The Valley                             ,EVS,E Shrub,05,    , $19.12 ,,,,014949650820,0,32,32,10/01/14  ,0,          ,0,          ,, $16.50 , $2.62 
065085,,,,5,OR,5,Pieris x 'Forest Flame'                                     ,Forest Flame Lily Of The Valley                             ,EVS,E Shrub,05,    , $30.73 ,,,,014949650851,45,0,0,          ,0,          ,0,          ,, $25.50 , $5.23 
016581,,,,1,CA,10,Pittosporum tenuifolium 'Golf Ball' ,Golf Ball Kohuhu                                            ,EVS,E Shrub,08,    ,, $8.59 ,,,014949005231,0,14422,7211,03/01/15  ,7211,03/15/15  ,0,          ,, $7.50 , $1.09 
016582,,,,2,CA,5,Pittosporum tenuifolium 'Golf Ball' ,Golf Ball Kohuhu                                            ,EVS,E Shrub,08,    , $19.73 , $19.73 ,,,014949059029,0,8508,8508,03/01/15  ,0,          ,0,          ,, $17.00 , $2.73 
016585,,,,5,CA,5,Pittosporum tenuifolium 'Golf Ball' ,Golf Ball Kohuhu                                            ,EVS,E Shrub,08,    ,, $28.96 ,,,014949063323,0,946,946,03/01/15  ,0,          ,0,          ,, $23.50 , $5.46 
016802,,,,2,OR,5,Pittosporum tenuifolium 'Oliver Twist'                      ,Oliver Twist Kohuhu                                         ,EVS,E Shrub,08,    , $19.62 ,,,,014949237465,0,187,187,05/01/15  ,0,          ,0,          ,, $17.00 , $2.62 
051422,,,,2,OR,5,Pittosporum tenuifolium 'Tasman Ruffles'                    ,Tasman Ruffles Pittosporum                                  ,EVS,E Shrub,07,2013, $20.62 ,,,,014949356890,394,424,424,05/01/15  ,0,          ,0,          ,, $18.00 , $2.62 
091022,,,,2,OR,5,Pittosporum tenuifolium 'Wrinkled Blue'                     ,Wrinkled Blue Kohuhu                                        ,EVS,E Shrub,08,    , $19.62 ,,,,014949237441,0,571,571,05/01/15  ,0,          ,0,          ,, $17.00 , $2.62 
091025,,,,5,OR,5,Pittosporum tenuifolium 'Wrinkled Blue'                     ,Wrinkled Blue Kohuhu                                        ,EVS,E Shrub,08,    , $31.73 ,,,,014949241127,19,0,0,          ,0,          ,0,          ,, $26.50 , $5.23 
065871,,,,1,GA,10,Pittosporum tobira Cream De Mint™,Cream De Mint™  Dwarf Mock Orange,EVS,E Shrub,08,    ,,, $7.91 ,,014949658710,0,47,47,01/01/15  ,0,          ,0,          ,, $7.25 , $0.66 
065872,,,,2,GA,5,Pittosporum tobira Cream De Mint™,Cream De Mint™  Dwarf Mock Orange,EVS,E Shrub,08,    ,,, $18.16 ,,014949059012,0,15,15,01/01/15  ,0,          ,0,          ,, $16.50 , $1.66 
065921,,,,1,CA,10,Pittosporum tobira 'Turner's Variegated Dwarf'              ,Turner's Pitt™  Mock Orange,EVS,E Shrub,08,    ,, $8.34 ,,,014949659410,0,642,642,04/01/15  ,0,          ,0,          ,, $7.25 , $1.09 
065955,,,,5,CA,5,Pittosporum tobira 'Variegatum'                             ,Variegated Japanese Mock Orange                             ,EVS,E Shrub,08,    ,, $26.46 , $24.32 ,,014949659557,0,378,99,11/01/14  ,279,04/01/15  ,0,          ,, $21.00 , $5.46 
066002,,,,2,CA,5,Pittosporum tobira 'Wheeler's Dwarf'                        ,Wheeler's Dwarf Japanese Mock Orange                        ,EVS,E Shrub,08,    ,, $16.23 , $15.16 ,,014949660027,0,772,386,11/15/14  ,386,04/01/15  ,0,          ,, $13.50 , $2.73 
030132,,,,2,CA,5,Polygala fruticosa 'Petite Butterflies'                     ,Petite Butterflies Sweet Pea Shrub                          ,EVS,E Shrub,09,    ,, $16.23 ,,,014949125717,0,712,712,03/01/15  ,0,          ,0,          ,, $13.50 , $2.73 
053842,,,,2,OR,5,Prostanthera cuneata 'Badja Peak'                           ,Badja Peak Mint Bush                                        ,EVS,E Shrub,07,2013, $17.12 ,,,,014949368374,0,206,206,10/01/14  ,0,          ,0,          ,, $14.50 , $2.62 
053845,,,,5,OR,5,Prostanthera cuneata 'Badja Peak'                           ,Badja Peak Mint Bush                                        ,EVS,E Shrub,07,2013, $27.23 ,,,,014949368381,52,273,273,10/01/14  ,0,          ,0,          ,, $22.00 , $5.23 
067055,,,,5,OR,5,Prunus laurocerasus                                         ,English Laurel                                              ,EVS,E Shrub,06,    , $28.73 ,,,,014949670552,701,701,701,10/01/14  ,0,          ,0,          ,, $23.50 , $5.23 
019095,,,,5,OR,5,Prunus laurocerasus Etna      ,Etna English Laurel                                         ,EVS,E Shrub,06,    , $28.73 ,,,,014949009093,0,232,232,10/01/14  ,0,          ,0,          ,, $23.50 , $5.23 
019097,,,,7,OR,2,Prunus laurocerasus Etna      ,Etna English Laurel                                         ,EVS,E Shrub,06,    , $55.58 ,,,,014949015346,10,0,0,          ,0,          ,0,          ,, $42.50 , $13.08 
067101,,,,1,OR,10,Prunus laurocerasus 'Mount Vernon'                          ,Mount Vernon English Laurel                                 ,EVS,E Shrub,06,    , $9.05 ,,,,014949671016,135,135,135,10/01/14  ,0,          ,0,          ,, $8.00 , $1.05 
067102,,,,2,OR,5,Prunus laurocerasus 'Mount Vernon'                          ,Mount Vernon English Laurel                                 ,EVS,E Shrub,06,    , $19.12 ,,,,014949671023,157,157,157,10/01/14  ,0,          ,0,          ,, $16.50 , $2.62 
067152,,,,2,OR,5,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,EVS,E Shrub,06,    , $17.12 ,,,,014949671528,250,250,250,10/01/14  ,0,          ,0,          ,, $14.50 , $2.62 
067155,,,,5,OR,5,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,EVS,E Shrub,06,    , $26.23 ,,,,014949671559,100,0,0,          ,0,          ,0,          ,, $21.00 , $5.23 
067157,,,,7,OR,2,Prunus laurocerasus 'Otto Luyken'                           ,Otto Luyken English Laurel                                  ,EVS,E Shrub,06,    , $55.58 ,,,,014949671573,2,0,0,          ,0,          ,0,          ,, $42.50 , $13.08 
067172,,,,2,OR,5,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,EVS,E Shrub,06,    , $19.12 ,,,,014949375334,623,1395,1395,10/01/14  ,0,          ,0,          ,, $16.50 , $2.62 
067175,,,,5,OR,5,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,EVS,E Shrub,06,    , $28.73 ,,,,014949671757,179,0,0,          ,0,          ,0,          ,, $23.50 , $5.23 
067177,,,,7,OR,2,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,EVS,E Shrub,06,    , $55.58 ,,,,014949671771,52,0,0,          ,0,          ,0,          ,, $42.50 , $13.08 
043082,,,,2,OR,5,Pseudopanax laetus                                          ,Kiwi Gem™  Shrub Panax,EVS,E Shrub,07,2013, $19.12 ,,,,014949361320,425,425,425,10/01/14  ,0,          ,0,          ,, $16.50 , $2.62 
04308P18SA,,,,"4"" Pot",OR,0,Pseudopanax laetus                                          ,Kiwi Gem™  Shrub Panax,EVS,E Shrub,07,2013, * ,,,,014949386620,140,0,0,          ,0,          ,0,          ,, * , $0.44 
067701,,,,1,CA,10,Pyracantha angustifolia Yukon Belle®,Yukon Belle®  Pyracantha,EVS,E Shrub,05,    ,, $7.59 ,,,014949677018,11,36,36,11/15/14  ,0,          ,0,          ,, $6.50 , $1.09 
067701ST,,,, 1 STAKED,CA,10,Pyracantha angustifolia Yukon Belle®,Yukon Belle®  Pyracantha,EVS,E Shrub,05,    ,, $8.59 ,,,014949677216,35,0,0,          ,0,          ,0,          ,, $7.50 , $1.09 
067705,,,,5,CA,5,Pyracantha angustifolia Yukon Belle®,Yukon Belle®  Pyracantha,EVS,E Shrub,05,    ,, $27.46 ,,,014949677056,18,18,18,11/01/14  ,0,          ,0,          ,, $22.00 , $5.46 
067705ST,,,, 5 STAKED,CA,5,Pyracantha angustifolia Yukon Belle®,Yukon Belle®  Pyracantha,EVS,E Shrub,05,    ,, $32.46 ,,,014949677254,0,5,5,03/15/15  ,0,          ,0,          ,, $27.00 , $5.46 
068005,,,,5,CA,5,Pyracantha coccinea 'Lowboy'                                ,Lowboy Pyracantha                                           ,EVS,E Shrub,06,    ,, $27.46 ,,,014949680056,43,0,0,          ,0,          ,0,          ,, $22.00 , $5.46 
069001ST,,,, 1 STAKED,CA,10,Pyracantha koidzumii 'Victory'                              ,Victory Pyracantha                                          ,EVS,E Shrub,07,    ,, $8.59 ,,,014949690215,0,7,7,11/15/14  ,0,          ,0,          ,, $7.50 , $1.09 
068505,,,,5,CA,5,Pyracantha x 'Mohave'                                       ,Mohave Pyracantha                                           ,EVS,E Shrub,06,    ,, $27.46 ,,,014949685051,10,0,0,          ,0,          ,0,          ,, $22.00 , $5.46 
068505ST,,,, 5 STAKED,CA,5,Pyracantha x 'Mohave'                                       ,Mohave Pyracantha                                           ,EVS,E Shrub,06,    ,, $32.46 ,,,014949685150,28,0,0,          ,0,          ,0,          ,, $27.00 , $5.46 
068602,,,,2,CA,5,Pyracantha x Red Elf™,Red Elf™  Pyracantha,EVS,E Shrub,07,    ,, $17.23 ,,,014949686027,15,15,15,05/01/15  ,0,          ,0,          ,, $14.50 , $2.73 
068605,,,,5,CA,5,Pyracantha x Red Elf™,Red Elf™  Pyracantha,EVS,E Shrub,07,    ,, $27.96 ,,,014949686058,1,1,1,05/01/15  ,0,          ,0,          ,, $22.50 , $5.46 
039825,,,,5,GA,5,Pyracantha x Silver Lining™,Silver Lining™  Pyracantha,EVS,E Shrub,07,    ,,, $26.82 ,,014949260722,122,3082,1177,09/15/14  ,1905,05/15/15  ,0,          ,, $23.50 , $3.32 
064941,,,,1,GA,10,Rhaphiolepis indica Eleanor Taber™,Eleanor Taber™  Indian Hawthorn,EVS,E Shrub,07,    ,,, $6.66 ,,014949044131,0,3569,3569,01/01/15  ,0,          ,0,          ,, $6.00 , $0.66 
064943,,,,3,GA,5,Rhaphiolepis indica Eleanor Taber™,Eleanor Taber™  Indian Hawthorn,EVS,E Shrub,07,    ,,, $18.41 ,,014949044148,0,20,10,09/15/14  ,10,05/15/15  ,0,          ,, $15.75 , $2.66 
064947,,,,7,GA,2,Rhaphiolepis indica Eleanor Taber™,Eleanor Taber™  Indian Hawthorn,EVS,E Shrub,07,    ,,, $47.41 ,,014949002674,14,49,49,01/01/15  ,0,          ,0,          ,, $38.00 , $9.41 
069851,,,,1,CA,10,Rhaphiolepis indica Indian Princess®,Indian Princess®  Indian Hawthorn,EVS,E Shrub,07,    ,, $7.59 ,,,014949698518,30,0,0,          ,0,          ,0,          ,, $6.50 , $1.09 
069921,,,,1,CA,10,Rhaphiolepis umbellata 'Minor'                              ,Dwarf Yedda Hawthorn                                        ,EVS,E Shrub,07,    ,, $7.09 ,,,014949699218,742,0,0,          ,0,          ,0,          ,, $6.00 , $1.09 
069925,,,,5,CA,5,Rhaphiolepis umbellata 'Minor'                              ,Dwarf Yedda Hawthorn                                        ,EVS,E Shrub,07,    ,, $27.46 ,,,014949699256,0,225,30,11/01/14  ,195,04/01/15  ,0,          ,, $22.00 , $5.46 
046751,,,,1,OR,10,Rhaphiolepis umbellata Southern Moon®,Southern Moon®  Yedda Hawthorn,EVS,E Shrub,07,2010, $7.05 ,,,,014949250662,0,310,310,04/01/15  ,0,          ,0,          ,, $6.00 , $1.05 
046751,,,,1,CA,10,Rhaphiolepis umbellata Southern Moon®,Southern Moon®  Yedda Hawthorn,EVS,E Shrub,07,2010,, $7.09 , $6.66 ,,014949250662,108,0,0,          ,0,          ,0,          ,, $6.00 , $1.09 
04675M,,,, 10 Squat,OR,2,Rhaphiolepis umbellata Southern Moon®,Southern Moon®  Yedda Hawthorn,EVS,E Shrub,07,2010, $65.34 ,,,,014949337080,1,0,0,          ,0,          ,0,          ,, $46.50 , $18.84 
046752,,,,2,CA,5,Rhaphiolepis umbellata Southern Moon®,Southern Moon®  Yedda Hawthorn,EVS,E Shrub,07,2010, $16.12 , $16.23 , $15.16 ,,014949269930,45,45,45,11/15/14  ,0,          ,0,          ,, $13.50 , $2.73 
046753,,,,3,GA,5,Rhaphiolepis umbellata Southern Moon®,Southern Moon®  Yedda Hawthorn,EVS,E Shrub,07,2010,,, $20.41 ,,014949279281,144,144,144,01/01/15  ,0,          ,0,          ,, $17.75 , $2.66 
046755,,,,5,CA,5,Rhaphiolepis umbellata Southern Moon®,Southern Moon®  Yedda Hawthorn,EVS,E Shrub,07,2010,, $27.46 ,,,014949248874,0,143,143,04/01/15  ,0,          ,0,          ,, $22.00 , $5.46 
020061,,,,1,CA,10,Rhaphiolepis x delacourii 'Georgia Petite',Georgia Petite Indian Hawthorn                              ,EVS,E Shrub,07,    ,, $7.59 ,,,014949059319,41,41,41,04/15/15  ,0,          ,0,          ,, $6.50 , $1.09 
020065,,,,5,CA,5,Rhaphiolepis x delacourii 'Georgia Petite',Georgia Petite Indian Hawthorn                              ,EVS,E Shrub,07,    ,, $27.46 ,,,014949238523,0,144,144,04/01/15  ,0,          ,0,          ,, $22.00 , $5.46 
011222,,,,2,GA,5,Rhaphiolepis x delacouriiSnowcap®,Snowcap®  Indian Hawthorn,EVS,E Shrub,07,    ,,, $16.16 ,,014949202012,2086,10240,2940,09/01/14  ,3650,10/01/14  ,3650,05/15/15  ,, $14.50 , $1.66 
069601,,,,1,CA,10,Rhaphiolepis x Majestic Beauty®,Majestic Beauty®  Indian Hawthorn,EVS,E Shrub,07,    ,, $8.09 ,,,014949696019,0,324,162,11/01/14  ,162,11/15/14  ,0,          ,, $7.00 , $1.09 
069605,,,,5,CA,5,Rhaphiolepis x Majestic Beauty®,Majestic Beauty®  Indian Hawthorn,EVS,E Shrub,07,    ,, $27.46 ,,,014949696057,156,0,0,          ,0,          ,0,          ,, $22.00 , $5.46 
070501,,,,1,OR,10,Sarcococca hookeriana var. humilis                          ,Himalayan Sweet Box                                         ,EVS,E Shrub,06,    , $9.55 ,,,,014949705018,0,67,67,10/01/14  ,0,          ,0,          ,, $8.50 , $1.05 
070502,,,,2,OR,5,Sarcococca hookeriana var. humilis                          ,Himalayan Sweet Box                                         ,EVS,E Shrub,06,    , $21.12 ,,,,014949705025,0,300,300,05/01/15  ,0,          ,0,          ,, $18.50 , $2.62 
036641,,,,1,OR,10,Sarcococca 'Purple Stem'             ,Purple Stem Sweet Box                                       ,EVS,E Shrub,06,2011, $9.55 ,,,,014949214503,0,10,10,10/01/14  ,0,          ,0,          ,, $8.50 , $1.05 
036642,,,,2,OR,5,Sarcococca 'Purple Stem'             ,Purple Stem Sweet Box                                       ,EVS,E Shrub,06,2011, $21.12 ,,,,014949274378,0,5,5,10/01/14  ,0,          ,0,          ,, $18.50 , $2.62 
070511,,,,1,OR,10,Sarcococca ruscifolia                                       ,Fragrant Sweet Box                                          ,EVS,E Shrub,07,    , $9.05 ,,,,014949705117,0,88,88,10/01/14  ,0,          ,0,          ,, $8.00 , $1.05 
