CT,    ,031435,#5,CRYPTOMERIA J GLOBOSA NANA,Cryptomeria japonica 'Globosa Nana'                         ,Dwarf Japanese Cedar                                        ,Temperate conifer,CON,05,, 25.00 ,,,     , 5 ,     , 270 ,06/01/14  ,     ,          ,     ,          
CT,    ,046875,#5,JUN C BLUE POINT,Juniperus chinensis 'Blue Point'                            ,Blue Point Juniper                                          ,Cupressus & Juniper upright,CON,04,, 24.95 ,,,     , 5 , 52 , 52 ,06/01/14  ,     ,          ,     ,          
CT,    ,404222,#2,JUN C ETERNAL GOLD TM,                                                            ,                                                            ,Juniper bush & spreader,CON,04,LHI, 10.95 ,,,     , 5 ,     , 689 ,06/01/14  ,     ,          ,     ,          
CT,    ,047505,#5,JUN C HETZII COLUMN,Juniperus chinensis 'Hetzii Columnaris'                     ,Green Columnar Juniper                                      ,Cupressus & Juniper upright,CON,04,, 24.95 ,,,     , 5 ,     , 465 ,06/01/14  ,     ,          ,     ,          
CT,    ,404213,#3,JUN C PFITZER COMPACTA,                                                            ,                                                            ,Juniper bush & spreader,CON,04,, 14.15 ,,,     , 5 , 495 ,     ,          ,     ,          ,     ,          
CT,    ,008242,#2,JUN C SARGENTII,Juniperus chinensis 'Sargentii'                             ,Sargent's Juniper                                           ,Juniper bush & spreader,CON,05,, 10.95 ,,,     , 5 , 553 ,     ,          ,     ,          ,     ,          
CT,    ,008243,#3,JUN C SARGENTII,Juniperus chinensis 'Sargentii'                             ,Sargent's Juniper                                           ,Juniper bush & spreader,CON,05,, 14.15 ,,,     , 5 , 471 ,     ,          ,     ,          ,     ,          
CT,    ,049102,#2,JUN CON BLUE PACIFIC,Juniperus conferta 'Blue Pacific'                           ,Blue Pacific Shore Juniper                                  ,Juniper bush & spreader,CON,05,, 10.95 ,,,     , 5 , 330 ,     ,          ,     ,          ,     ,          
CT,    ,050702,#2,JUN H WILTONII,Juniperus horizontalis 'Wiltonii'                           ,Blue Rug Juniper                                            ,Juniper bush & spreader,CON,03,, 10.95 ,,,     , 5 , 736 ,     ,          ,     ,          ,     ,          
CT,    ,050703,#3,JUN H WILTONII,Juniperus horizontalis 'Wiltonii'                           ,Blue Rug Juniper                                            ,Juniper bush & spreader,CON,03,, 14.15 ,,,     , 5 ," 1,045 ",     ,          ,     ,          ,     ,          
CT,    ,050902,#2,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,Juniper bush & spreader,CON,04,, 10.95 ,,,     , 5 , 395 ,     ,          ,     ,          ,     ,          
CT,    ,050903,#3,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,Juniper bush & spreader,CON,04,, 14.15 ,,,     , 5 , 992 ,     ,          ,     ,          ,     ,          
CT,    ,050903BO,#3 BONSAI,JUN PRO NANA,Juniperus procumbens 'Nana'                                 ,Dwarf Japanese Garden Juniper                               ,Juniper bush & spreader,CON,04,, 17.95 ,,,     ,     , 1 ,     ,          ,     ,          ,     ,          
CT,    ,053392,#2,JUN SQUA BLUE STAR,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,Juniper bush & spreader,CON,04,, 12.50 ,,,     , 5 ," 4,917 ",     ,          ,     ,          ,     ,          
CT,    ,061622,#2,MICROBIOTA DECUSSATA,Microbiota decussata                                        ,SIBERIAN CYPRESS                                            ,Hardy conifer,CON,02,, 12.50 ,,,     , 5 , 9 ,     ,          ,     ,          ,     ,          
CT,2012,038512,#2,MICROBIOTA DRWS BLUE TM P20298,Microbiota decussata 'Condrew' P.P. #20298                  ,Drew's Blue™  Siberian Carpet Cypress,Hardy conifer,CON,02,CPC, 12.50 ,,,     , 5 , 15 ,     ,          ,     ,          ,     ,          
CT,2012,038502,#2,MICROBIOTA FUZZBALL TM P20012,"Microbiota decussata 'Condavis' P.P. #20,012                ",Fuzzball™  Siberian Carpet Cypress,Hardy conifer,CON,02,CPC, 12.50 ,,,     , 5 , 37 ,     ,          ,     ,          ,     ,          
CT,    ,064623,#3,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,Picea,CON,02,, 22.50 ,,,     , 5 ," 1,228 "," 2,983 ",06/15/14  ,     ,          ,     ,          
CT,    ,064625,#5,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,Picea,CON,02,, 39.00 ,,,     , 5 ," 1,467 "," 4,826 ",06/15/14  ,     ,          ,     ,          
CT,    ,064625MT,#5 MULTI-TIER,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,Picea,CON,02,, 60.00 ,,,     ,     , 151 ,     ,          ,     ,          ,     ,          
CT,    ,064625SP,#5 SPIRAL,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,Picea,CON,02,, 60.00 ,,,     , 2 , 15 ,     ,          ,     ,          ,     ,          
CT,    ,06462M,#10 Squat,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,Picea,CON,02,, 77.00 ,,,     , 2 ,     , 587 ,06/15/14  ,     ,          ,     ,          
CT,    ,064472,#2,PICEA MARIANA NANA,Picea mariana 'Nana'                                        ,Dwarf Black Spruce                                          ,Picea,CON,03,, 12.50 ,,,     , 5 , 256 ,     ,          ,     ,          ,     ,          
CT,    ,065425,#5,PINUS CEM SILVER WHISPERS TM,Pinus cembra 'Klein'                                        ,Silver Whispers™  Swiss Stone Pine,Pinus,CON,03,, 37.50 ,,,     , 5 , 66 ,     ,          ,     ,          ,     ,          
CT,    ,021545,#5,PINUS KOR SILVERAY,Pinus koraiensis 'Silveray'                                 ,Silveray Korean Pine                                        ,Pinus,CON,04,, 38.50 ,,,     , 5 , 424 ,     ,          ,     ,          ,     ,          
CT,    ,065555,#5,PINUS LEUCODERMIS,Pinus leucodermis                                           ,Bosnian Pine                                                ,Pinus,CON,04,, 37.50 ,,,     , 5 , 37 ,     ,          ,     ,          ,     ,          
CT,    ,065565,#5,PINUS STROBUS FASTIGIATA,Pinus strobus 'Fastigiata'                                  ,Columnar Eastern White Pine                                 ,Pinus,CON,03,, 37.50 ,,,     , 5 , 198 ,     ,          ,     ,          ,     ,          
CT,    ,049125,#5,PINUS STROBUS MACOPIN,Pinus strobus 'Macopiin'                                    ,Macopin Eastern White Pine                                  ,Pinus,CON,03,, 37.50 ,,,     , 5 , 21 ,     ,          ,     ,          ,     ,          
CT,    ,012597,#7,THUJA GREEN GIANT,Thuja (standish x plicata) 'Green Giant'                    ,Green Giant Western Arborvitae                              ,Thuja,CON,04,, 40.00 ,,,     , 2 , 124 , 124 ,06/01/14  ,     ,          ,     ,          
CT,    ,012599,#15,THUJA GREEN GIANT,Thuja (standish x plicata) 'Green Giant'                    ,Green Giant Western Arborvitae                              ,Thuja,CON,04,, 65.00 ,,,     , 1 , 30 , 428 ,06/15/14  ,     ,          ,     ,          
CT,    ,072942,#2,THUJA OC DANICA,Thuja occidentalis 'Danica'                                 ,Danica Arborvitae                                           ,Thuja,CON,04,, 10.50 ,,,     , 5 , 512 , 512 ,06/15/14  ,     ,          ,     ,          
CT,    ,073015,#5,THUJA OC EMERALD,Thuja occidentalis 'Emerald'                                ,Emerald Arborvitae                                          ,Thuja,CON,04,, 21.50 ,,,     , 5 , 438 , 519 ,06/15/14  ,     ,          ,     ,          
CT,2011,047442,#2,THUJA OC FIRE CHIEF TM P19009,"Thuja occidentalis 'Congabe' P.P. #19,009                   ",Fire Chief™  Globe Arborvitae,Thuja,CON,04,CPC, 13.50 ,,,     , 5 , 36 ,     ,          ,     ,          ,     ,          
CT,2010,022173,#3,THUJA OC MR BOWLING BALL R,Thuja occidentalis 'Bobozam'                                ,Mr. Bowling Ball™  Arborvitae,Thuja,CON,03,LHI, 15.95 ,,,     , 5 , 385 , 385 ,06/01/14  ,     ,          ,     ,          
CT,2010,022175,#5,THUJA OC MR BOWLING BALL R,Thuja occidentalis 'Bobozam'                                ,Mr. Bowling Ball™  Arborvitae,Thuja,CON,03,LHI, 23.50 ,,,     , 5 , 32 , 32 ,06/01/14  ,     ,          ,     ,          
CT,2013,075053S,Super 3,THUJA OC NORTH POLE R PPAF,Thuja occidentalis 'Art Boe' P.P.A.F.                       ,North Pole™  Arborvitae,Thuja,CON,03,PW, 15.95 ,,,     ,     , 27 ,     ,          ,     ,          ,     ,          
CT,2013,075057,#7,THUJA OC NORTH POLE R PPAF,Thuja occidentalis 'Art Boe' P.P.A.F.                       ,North Pole™  Arborvitae,Thuja,CON,03,PW, 40.00 ,,,     , 2 , 1 ,     ,          ,     ,          ,     ,          
CT,    ,406972,#2,THUJA OC PANCAKE TM PPAF,                                                            ,                                                            ,Thuja,CON,03,, 13.95 ,,,     , 5 , 20 ,     ,          ,     ,          ,     ,          
CT,    ,072892,#2,THUJA OC RHEINGOLD,Thuja occidentalis 'Rheingold'                              ,Rheingold Arborvitae                                        ,Thuja,CON,04,, 10.50 ,,,     , 5 , 4 ,     ,          ,     ,          ,     ,          
CT,    ,406982,#2,THUJA OC STARKIE'S GOLD,                                                            ,                                                            ,Thuja,CON,03,, 12.50 ,,,     , 5 , 384 , 532 ,06/01/14  ,     ,          ,     ,          
CT,    ,406992,#2,THUJA OC WANSDYKE SILVER,                                                            ,                                                            ,Thuja,CON,03,, 11.00 ,,,     , 5 , 552 ,     ,          ,     ,          ,     ,          
,,,,Deciduous Shrubs,,,,,,,,,,,,,,,,,,
CT,    ,400511S,SuperOne TM,AGAPANTHUS HYB BLUE YONDER,                                                            ,                                                            ,Grass-like plant,DCS,05,, 7.95 ,,,     , 10 ,     , 169 ,05/01/14  ,     ,          ,     ,          
CT,    ,400755,#5,ARONIA MEL AUTUMN MAGIC,                                                            ,                                                            ,Edible berries/fruit,DCS,04,, 18.00 ,,,     , 5 , 107 ,     ,          ,     ,          ,     ,          
CT,    ,000933,#3,ARONIA MEL VIKING,                                                            ,                                                            ,Edible berries/fruit,DCS,03,, 15.85 ,,,     , 5 ,     , 113 ,04/01/14  ,     ,          ,     ,          
CT,    ,002242,#2,BER T CONCORDE,Berberis thunbergii 'Concorde'                              ,Concorde Japanese Barberry                                  ,Berberis,DCS,04,, 12.50 ,,,     , 5 ," 1,285 "," 1,285 ",06/01/14  ,     ,          ,     ,          
CT,    ,012052,#2,BER T CRIMSON PYGMY,Berberis thunbergii 'Crimson Pygmy' ('Atropurpurea Nana')   ,Crimson Pygmy Dwarf Japanese Barberry                       ,Berberis,DCS,04,, 12.50 ,,,     , 5 ," 1,867 "," 1,867 ",05/15/14  ,     ,          ,     ,          
CT,    ,063002,#2,BER T GOLDEN ROCKET PP18411,                                                            ,                                                            ,Berberis,DCS,04,OLD, 12.50 ,,,     , 5 , 4 ,     ,          ,     ,          ,     ,          
CT,    ,035232,#2,BER T GOLDEN RUBY R PP16203,"Berberis thunbergii 'Goruzam' P.P. #16,203                  ",Golden Ruby®  Barberry,Berberis,DCS,04,LHI, 13.50 ,,,     , 5 , 45 , 420 ,06/15/14  ,     ,          ,     ,          
CT,    ,401112,#2,BER T GOLDEN TREASURE,                                                            ,                                                            ,Berberis,DCS,04,, 12.50 ,,,     , 5 ," 1,196 "," 1,196 ",06/01/14  ,     ,          ,     ,          
CT,    ,035262,#2,BER T MIDNIGHT RUBY TM,Berberis thunbergii 'Midruzam'                              ,Midnight Ruby™  Barberry,Berberis,DCS,04,PHS, 13.50 ,,,     , 5 , 9 , 72 ,06/15/14  ,     ,          ,     ,          
CT,    ,401102S,SuperTwo,BER T SIDEKICKS TM BARNEY,                                                            ,                                                            ,Berberis,DCS,04,, 13.50 ,,,     , 5 ,     , 170 ,06/01/14  ,     ,          ,     ,          
CT,    ,401222,#2,BUD BUTTERFLY HEAVEN PP19935,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,, 8.75 ,,,     , 5 ,     , 100 ,05/01/14  ,     ,          ,     ,          
CT,    ,401242,#2,BUD FLTBY FLW TM LVNDR P22098,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,BHC, 8.75 ,,,     , 5 ,     , 125 ,05/01/14  ,     ,          ,     ,          
CT,    ,401252,#2,BUD FLTBY PTE R BL HEVN P22069,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,BHC, 8.75 ,,,     , 5 ,     , 195 ,04/15/14  , 934 ,06/01/14  ,     ,          
CT,    ,084462,#2,BUD FLTBY PTE R SNOW WT P22143,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,BHC, 8.75 ,,,     , 5 ,     , 192 ,05/01/14  ,     ,          ,     ,          
CT,    ,401272,#2,BUD FLTBY PTE R TUT FRT P22177,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,BHC, 8.75 ,,,     , 5 ,     , 795 ,05/01/14  ,     ,          ,     ,          
CT,2011,074412S,SuperTwo,BUD LO&BEHLD R BLU CHP PP19991,"Buddleja Lo & Behold®  'Blue Chip' P.P.# 19,991",Blue Chip Dwarf Summer Lilac                                ,Deciduous sumr flower'g shrub,DCS,05,PW, 10.95 ,,,     , 5 ,     , 772 ,05/01/14  ," 1,751 ",06/01/14  ,     ,          
CT,2012,080812S,SuperTwo,BUD LO&BEHLD R ICE CHIP PPAF,Buddleja Lo & Behold®  'Ice Chip' P.P.A.F. Can. P.B.R.,Ice Chip Summer Lilac                                       ,Deciduous sumr flower'g shrub,DCS,05,PW, 10.95 ,,,     , 5 ,     , 342 ,05/01/14  , 839 ,06/01/14  ,     ,          
CT,2012,080792S,SuperTwo,BUD LO&BEHLD R LILAC CHIP PPAF,Buddleja Lo & Behold®  'Lilac Chip' P.P.A.F. Can. P.B.,Lo & Behold®  Lilac Chip Summer Lilac,Deciduous sumr flower'g shrub,DCS,05,PW, 10.95 ,,,     , 5 ,     , 748 ,05/01/14  ," 1,252 ",06/01/14  ,     ,          
CT,2011,077412S,SuperTwo,BUD LO&BEHLD R PRPL HAZE PPAF,Buddleja (B. davidii x (B. davidii x B. globosa)) x (B. davi,Lo & Behold®  Purple Haze Summer Lilac,Deciduous sumr flower'g shrub,DCS,05,PW, 10.95 ,,,     , 5 ,     , 247 ,05/01/14  ," 1,327 ",06/01/14  ,     ,          
CT,    ,401302,#2,BUD SUMMER SKIES PP22465,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,PW, 10.95 ,,,     , 5 ,     , 178 ,05/15/14  , 782 ,06/01/14  ,     ,          
CT,    ,401232S,SuperTwo,BUD TEMPTATIONS TM COTTON CNDY,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,, 12.50 ,,,     , 5 ,     , 674 ,05/01/14  ,     ,          ,     ,          
CT,    ,401262S,SuperTwo,BUD TEMPTATIONS TM LAVNDR PTE,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,, 12.50 ,,,     , 5 ,     , 1 ,05/01/14  ," 1,419 ",06/01/14  ,     ,          
CT,    ,401212S,SuperTwo,BUDDLEJA BLUEBERRY PETITE TM,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,, 12.50 ,,,     , 5 ,     ," 1,487 ",06/01/14  ,     ,          ,     ,          
CT,    ,013783,#3,BUDDLEJA DAV BLACK KNIGHT,Buddleja davidii 'Black Knight'                             ,Black Knight Butterfly Bush                                 ,Deciduous sumr flower'g shrub,DCS,05,, 10.50 ,,,     , 5 ,     , 186 ,06/01/14  ,     ,          ,     ,          
CT,    ,018272,#2,BUDDLEJA DAV NANHOENSIS BLUE,Buddleja davidii 'Nanho Blue'                               ,NANHO BLUE BUTTERFLY BUSH                                   ,Deciduous sumr flower'g shrub,DCS,05,, 8.25 ,,,     , 5 ,     , 9 ,05/01/14  ,     ,          ,     ,          
CT,    ,002512,#2,BUDDLEJA DAV NANHOENSIS PURPLE,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,, 8.95 ,,,     , 5 ,     , 15 ,05/01/14  ,     ,          ,     ,          
CT,    ,013792,#2,BUDDLEJA DAV PINK DELIGHT,Buddleja davidii 'Pink Delight'                             ,Pink Delight Butterfly Bush                                 ,Deciduous sumr flower'g shrub,DCS,05,, 8.95 ,,,     , 5 ,     , 218 ,06/01/14  ,     ,          ,     ,          
CT,    ,013793,#3,BUDDLEJA DAV PINK DELIGHT,Buddleja davidii 'Pink Delight'                             ,Pink Delight Butterfly Bush                                 ,Deciduous sumr flower'g shrub,DCS,05,, 10.50 ,,,     , 5 ,     , 173 ,05/01/14  ,     ,          ,     ,          
CT,    ,013562,#2,BUDDLEJA DAV ROYAL RED,Buddleja davidii 'Royal Red'                                ,Royal Red Butterfly Bush                                    ,Deciduous sumr flower'g shrub,DCS,05,, 8.95 ,,,     , 5 ,     , 664 ,05/01/14  ,     ,          ,     ,          
CT,2011,074402S,SuperTwo,BUDDLEJA X MISS RUBY PPAF,Buddleja (B.davidii x (B. davidii x B. globosa)) x (B. david,Miss Ruby Summer Lilac                                      ,Deciduous sumr flower'g shrub,DCS,05,PW, 10.95 ,,,     , 5 ,     , 765 ,05/01/14  ," 1,542 ",06/01/14  ,     ,          
CT,    ,401353,#3,CALLICARPA J SNOW STORM,                                                            ,                                                            ,Deciduous fall/winter interest,DCS,06,, 14.95 ,,,     , 5 , 327 ,     ,          ,     ,          ,     ,          
CT,    ,401753,#3,CARY CLA SAPPHIRE SURF,                                                            ,                                                            ,Deciduous sumr flower'g shrub,DCS,05,, 14.50 ,,,     , 5 , 4 ,     ,          ,     ,          ,     ,          
CT,2011,074453S,Super 3,CHAEN DBLTKE TM PK STRM P20920,"Chaenomeles speciosa 'Pink Storm' P.P.# 20,920, CBRAF       ",Double Take™  Pink Storm Flowering Quince,Deciduous mid flowering shrub,DCS,05,PW, 16.25 ,,,     ,     , 3 ," 1,242 ",06/15/14  ,     ,          ,     ,          
CT,2011,074773S,#3,CHAEN DBLTKE TM SCR STRM PPAF,"Chaenomeles speciosa 'Scarlet Storm' P.P.# PP 20,951        ",Double Take™  Scarlet Storm Flowering Quince,Deciduous mid flowering shrub,DCS,05,PW, 16.25 ,,,     ,     ,     ," 1,302 ",06/15/14  ,     ,          ,     ,          
CT,    ,020743,#3,CHAENOMELES TOYO-NISHIKI,Chaenomeles japonica 'Toyo-Nishiki'                         ,Toyo-Nishiki Flowering Quince                               ,Edible berries/fruit,DCS,05,, 13.50 ,,,     , 5 , 15 ,     ,          ,     ,          ,     ,          
CT,2011,074463S,Super 3,CLETHRA AL SUGARTINA TM P21561,"Clethra alnifolia 'Crystalina' P.P.# 21,561 Can. P.B.R.A.F. ",Sugartina™  Summersweet,Deciduous sumr flower'g shrub,DCS,04,PW, 16.50 ,,,     ,     ," 1,291 ",     ,          ,     ,          ,     ,          
CT,    ,027523,#3,CLETHRA ALN HUMMINGBIRD,Clethra alnifolia 'Hummingbird'                             ,Hummingbird Summersweet                                     ,Deciduous sumr flower'g shrub,DCS,04,, 14.95 ,,,     , 5 , 724 ,     ,          ,     ,          ,     ,          
CT,    ,027533,#3,CLETHRA ALN RUBY SPICE,Clethra alnifolia 'Ruby Spice'                              ,Ruby Spice Summersweet                                      ,Deciduous sumr flower'g shrub,DCS,04,, 14.95 ,,,     , 5 ," 2,303 "," 2,891 ",06/15/14  ,     ,          ,     ,          
CT,    ,020093,#3,CLETHRA ALN SIXTEEN CANDLES,Clethra alnifolia 'Sixteen Candles'                         ,Sixteen Candles Summersweet                                 ,Deciduous sumr flower'g shrub,DCS,04,, 14.95 ,,,     , 5 ," 1,016 "," 1,753 ",06/15/14  ,     ,          ,     ,          
CT,    ,401945,#5,CORNUS ALBA BUD'S YELLOW,                                                            ,                                                            ,Deciduous shrub/hedge,DCS,03,, 21.00 ,,,     , 5 ,     , 73 ,06/01/14  ,     ,          ,     ,          
CT,    ,027863,#3,CORNUS ALBA IVORYHALO TM,Cornus alba 'Bailhalo'                                      ,Ivory Halo®  Dogwood,Deciduous shrub/hedge,DCS,03,BNI, 14.95 ,,,     , 5 , 16 ,     ,          ,     ,          ,     ,          
CT,    ,027865,#5,CORNUS ALBA IVORYHALO TM,Cornus alba 'Bailhalo'                                      ,Ivory Halo®  Dogwood,Deciduous shrub/hedge,DCS,03,BNI, 21.00 ,,,     , 5 , 20 ,     ,          ,     ,          ,     ,          
CT,    ,044725,#5,CORNUS ALBA RED GNOME TM,Cornus alba 'Regnzam'                                       ,RED GNOME(TM) DOGWOOD                                       ,Deciduous shrub/hedge,DCS,02,LHI, 21.00 ,,,     , 5 , 9 ,     ,          ,     ,          ,     ,          
CT,    ,401983,#3,CORNUS ALBA VARIEGATED,                                                            ,                                                            ,Deciduous shrub/hedge,DCS,03,, 14.95 ,,,     , 5 , 4 ,     ,          ,     ,          ,     ,          
CT,    ,028207PT,#7 PATIO TREE,CORYLUS AV CONTORTA,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,05,, 49.50 ,,,     , 2 , 3 ,     ,          ,     ,          ,     ,          
CT,    ,028503,#3,COT APICULATUS,Cotoneaster apiculatus                                      ,Cranberry Cotoneaster                                       ,Deciduous fall/winter interest,DCS,04,, 13.50 ,,,     , 5 , 60 , 60 ,06/15/14  ,     ,          ,     ,          
CT,    ,028552,#2,COT APICULATUS TOM THUMB,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,Deciduous fall/winter interest,DCS,04,, 11.95 ,,,     , 5 , 19 ,     ,          ,     ,          ,     ,          
CT,    ,028553,#3,COT APICULATUS TOM THUMB,Cotoneaster apiculatus 'Tom Thumb'                          ,Tom Thumb Cranberry Cotoneaster                             ,Deciduous fall/winter interest,DCS,04,, 13.50 ,,,     , 5 , 10 ,     ,          ,     ,          ,     ,          
CT,    ,016615,#5,COTINUS C GOLDEN SPIRIT P13082,Cotinus coggygria 'Ancot' P.P. 13082                        ,Golden Spirit Smoke Tree                                    ,Deciduous shrub/hedge,DCS,04,PHI, 21.50 ,,,     , 5 ,     , 56 ,06/15/14  ,     ,          ,     ,          
CT,    ,028145,#5,COTINUS COG ROYAL PURPLE,Cotinus coggygria 'Royal Purple'                            ,Royal Purple Smoke Tree                                     ,Deciduous shrub/hedge,DCS,04,, 21.50 ,,,     , 5 , 551 , 551 ,06/15/14  ,     ,          ,     ,          
CT,    ,031202,#2,CYTISUS BURKWOODII,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,06,, 11.50 ,,,     , 5 , 2 ,     ,          ,     ,          ,     ,          
CT,    ,031362,#2,CYTISUS LENA,Cytisus x 'Lena' (Dallimorei hybrid)                        ,Lena Scotch Broom                                           ,Deciduous early flower'g Shrub,DCS,06,, 11.50 ,,,     , 5 , 6 ,     ,          ,     ,          ,     ,          
CT,    ,031363,#3,CYTISUS LENA,Cytisus x 'Lena' (Dallimorei hybrid)                        ,Lena Scotch Broom                                           ,Deciduous early flower'g Shrub,DCS,06,, 13.50 ,,,     , 5 , 2 ,     ,          ,     ,          ,     ,          
CT,    ,402122,#2,CYTISUS PUR ANDORRA,                                                            ,                                                            ,Deciduous early flower'g Shrub,DCS,05,, 11.50 ,,,     , 5 , 5 ,     ,          ,     ,          ,     ,          
CT,    ,031573,#3,DEUTZIA GRACILIS NIKKO,Deutzia gracilis 'Nikko'                                    ,Dwarf Nikko Deutzia                                         ,Deciduous mid flowering shrub,DCS,05,, 14.95 ,,,     , 5 ,     , 556 ,06/15/14  ,     ,          ,     ,          
